Date,Time,Site,Unit ID,User ID,°F-21A104910,mmHg-21A105443,DO %-21A106679,DO mg/L-21A106679,SPC-uS/cm-21A104910,C-uS/cm-21A104910,nLFC-uS/cm-21A104910,ohm-cm-21A104910,TDS mg/L-21A104910,SAL-PSU-21A104910,Density-21A104910,Density-T-21A104910,pH-21B101988,pH mV-21B101988,Phycocyanin RFU-21B101736,Phycocyanin ug/L-21B101736,Chlorophyll RFU-21B101736,Chlorophyll ug/L-21B101736,DEP m-20M103012,Vpos m-20M103012
8/15/2022,9:16:39 AM,Tank 32,Strauss lab 1,,70.224,748.7,107.9,9.58,185.5,172.2,186.8,5808,121,0.09,-2,-2,10.21,-281.5,0.23,0.21,0.16,0.37,-0.074,-0.078
8/15/2022,9:16:42 AM,Tank 32,Strauss lab 1,,70.233,748.7,108.4,9.61,185.5,172.2,186.8,5809,121,0.09,-2,-2,10.22,-281.9,0.22,0.2,0.24,0.72,-0.072,-0.062
8/15/2022,9:16:45 AM,Tank 32,Strauss lab 1,,70.244,748.7,108.7,9.64,185.4,172.1,186.7,5809,121,0.09,-2,-2,10.22,-282.2,0.31,0.29,0.44,1.57,-0.072,-0.066
8/15/2022,9:16:48 AM,Tank 32,Strauss lab 1,,70.248,748.6,109.1,9.67,185.4,172.1,186.7,5810,121,0.09,-2,-2,10.22,-282.5,0.25,0.23,0.52,1.88,-0.072,-0.077
8/15/2022,9:16:51 AM,Tank 32,Strauss lab 1,,70.245,748.7,109.4,9.7,185.4,172.1,186.7,5811,121,0.09,-2,-2,10.23,-282.7,0.25,0.23,0.5,1.79,-0.073,-0.085
8/15/2022,9:16:54 AM,Tank 32,Strauss lab 1,,70.234,748.7,109.6,9.72,185.4,172.1,186.7,5811,121,0.09,-2,-2,10.23,-282.8,0.21,0.18,0.28,0.89,-0.071,-0.062
8/15/2022,9:19:02 AM,Tank 45,Strauss lab 1,,70.54,748.7,104.6,9.25,165.3,154,166.4,6495,107,0.08,-2,-2,10.27,-285.1,0.15,0.12,1.16,4.56,-0.077,-0.076
8/15/2022,9:19:05 AM,Tank 45,Strauss lab 1,,70.517,748.6,105.2,9.31,165.3,154,166.4,6495,107,0.08,-2,-2,10.27,-285.1,0.14,0.12,1.07,4.17,-0.076,-0.078
8/15/2022,9:19:08 AM,Tank 45,Strauss lab 1,,70.495,748.7,105.7,9.35,165.4,153.9,166.5,6496,107,0.08,-2,-2,10.27,-285.1,0.28,0.26,0.96,3.72,-0.074,-0.077
8/15/2022,9:19:11 AM,Tank 45,Strauss lab 1,,70.47,748.7,106.2,9.4,165.4,153.9,166.5,6496,108,0.08,-2,-2,10.27,-285,0.28,0.25,1,3.89,-0.074,-0.078
8/15/2022,9:19:14 AM,Tank 45,Strauss lab 1,,70.448,748.7,106.7,9.44,165.4,153.9,166.5,6496,108,0.08,-2,-2,10.27,-284.9,0.15,0.13,0.83,3.19,-0.074,-0.079
8/15/2022,9:19:17 AM,Tank 45,Strauss lab 1,,70.452,748.7,107,9.47,165.4,153.9,166.5,6496,108,0.08,-2,-2,10.26,-284.7,0.05,0.02,0.86,3.31,-0.074,-0.063
8/15/2022,9:19:20 AM,Tank 45,Strauss lab 1,,70.468,748.7,107.4,9.5,165.4,153.9,166.5,6497,107,0.08,-2,-2,10.26,-284.5,0.04,0.01,0.77,2.94,-0.074,-0.076
8/15/2022,9:19:23 AM,Tank 45,Strauss lab 1,,70.486,748.7,107.6,9.52,165.4,153.9,166.4,6497,107,0.08,-2,-2,10.26,-284.3,0.15,0.13,0.81,3.09,-0.071,-0.073
8/15/2022,9:21:07 AM,Tank 47,Strauss lab 1,,70.618,748.7,91.9,8.12,170,158.5,171.1,6308,111,0.08,-2,-2,10.14,-277.5,0.27,0.25,3.48,14.19,-0.071,-0.059
8/15/2022,9:21:10 AM,Tank 47,Strauss lab 1,,70.627,748.7,92.4,8.16,170.1,158.6,171.2,6307,111,0.08,-2,-2,10.15,-278.4,0.31,0.29,2.72,11.05,-0.071,-0.069
8/15/2022,9:21:13 AM,Tank 47,Strauss lab 1,,70.638,748.7,93.1,8.22,170.1,158.6,171.2,6305,111,0.08,-2,-2,10.16,-279,0.24,0.22,2.18,8.79,-0.071,-0.066
8/15/2022,9:21:16 AM,Tank 47,Strauss lab 1,,70.649,748.7,93.9,8.29,170.1,158.6,171.2,6304,111,0.08,-2,-2,10.17,-279.4,0.15,0.13,1.86,7.47,-0.07,-0.065
8/15/2022,9:21:19 AM,Tank 47,Strauss lab 1,,70.646,748.7,94.5,8.35,170.1,158.7,171.2,6303,111,0.08,-2,-2,10.17,-279.7,0.13,0.11,2.5,10.14,-0.074,-0.083
8/15/2022,9:21:22 AM,Tank 47,Strauss lab 1,,70.637,748.7,95.3,8.41,170.2,158.7,171.3,6301,111,0.08,-2,-2,10.18,-280,0.11,0.09,3.25,13.24,-0.075,-0.081
8/15/2022,9:21:25 AM,Tank 47,Strauss lab 1,,70.624,748.7,95.8,8.46,170.2,158.7,171.4,6300,111,0.08,-2,-2,10.18,-280.1,0.25,0.23,1.44,5.71,-0.074,-0.069
8/15/2022,9:21:28 AM,Tank 47,Strauss lab 1,,70.608,748.7,96.3,8.51,170.3,158.7,171.4,6299,111,0.08,-2,-2,10.18,-280.1,0.13,0.11,1.58,6.32,-0.073,-0.069
8/15/2022,9:23:36 AM,Tank 62,Strauss lab 1,,70.604,748.7,105.2,9.29,166.1,154.8,167.2,6459,108,0.08,-2,-2,10.26,-284.6,0.21,0.19,0.84,3.2,-0.071,-0.063
8/15/2022,9:23:39 AM,Tank 62,Strauss lab 1,,70.589,748.7,105.9,9.35,166.1,154.8,167.2,6460,108,0.08,-2,-2,10.26,-284.8,0.21,0.19,0.71,2.67,-0.074,-0.082
8/15/2022,9:23:42 AM,Tank 62,Strauss lab 1,,70.58,748.7,106.4,9.4,166.1,154.8,167.2,6461,108,0.08,-2,-2,10.26,-284.9,0.25,0.23,0.82,3.15,-0.071,-0.062
8/15/2022,9:23:45 AM,Tank 62,Strauss lab 1,,70.573,748.8,107,9.46,166.1,154.7,167.2,6462,108,0.08,-2,-2,10.27,-284.9,0.29,0.27,0.81,3.09,-0.073,-0.07
8/15/2022,9:23:48 AM,Tank 62,Strauss lab 1,,70.561,748.7,107.5,9.5,166.1,154.7,167.2,6463,108,0.08,-2,-2,10.27,-284.9,0.36,0.34,0.81,3.09,-0.073,-0.064
8/15/2022,9:23:51 AM,Tank 62,Strauss lab 1,,70.549,748.8,108,9.54,166.1,154.7,167.1,6465,108,0.08,-2,-2,10.27,-284.9,0.28,0.26,0.82,3.12,-0.074,-0.071
8/15/2022,9:23:54 AM,Tank 62,Strauss lab 1,,70.54,748.7,108.4,9.58,166.1,154.7,167.1,6465,108,0.08,-2,-2,10.27,-284.9,0.28,0.26,0.81,3.11,-0.074,-0.081
8/15/2022,9:26:11 AM,Tank 63,Strauss lab 1,,70.45,748.7,105.7,9.36,165.9,154.3,167,6480,108,0.08,-2,-2,10.28,-285.6,0.31,0.28,0.32,1.05,-0.076,-0.079
8/15/2022,9:26:14 AM,Tank 63,Strauss lab 1,,70.449,748.7,106.1,9.39,165.8,154.3,166.9,6483,108,0.08,-2,-2,10.28,-285.5,0.26,0.24,0.29,0.95,-0.073,-0.066
8/15/2022,9:26:17 AM,Tank 63,Strauss lab 1,,70.454,748.7,106.4,9.42,165.7,154.2,166.8,6485,108,0.08,-2,-2,10.27,-285.4,0.16,0.14,0.28,0.88,-0.072,-0.066
8/15/2022,9:26:20 AM,Tank 63,Strauss lab 1,,70.461,748.7,106.7,9.44,165.6,154.1,166.7,6487,108,0.08,-2,-2,10.27,-285.3,0.15,0.12,0.34,1.13,-0.074,-0.079
8/15/2022,9:26:23 AM,Tank 63,Strauss lab 1,,70.465,748.7,107,9.47,165.6,154.1,166.7,6489,108,0.08,-2,-2,10.27,-285.2,0.17,0.15,0.28,0.88,-0.076,-0.068
8/15/2022,9:26:26 AM,Tank 63,Strauss lab 1,,70.463,748.7,107.2,9.49,165.5,154.1,166.6,6491,108,0.08,-2,-2,10.27,-285,0.2,0.18,0.28,0.91,-0.076,-0.067
8/15/2022,9:26:29 AM,Tank 63,Strauss lab 1,,70.458,748.7,107.4,9.51,165.5,154,166.6,6493,108,0.08,-2,-2,10.27,-284.9,0.3,0.28,0.31,1,-0.078,-0.09
8/15/2022,9:26:32 AM,Tank 63,Strauss lab 1,,70.451,748.7,107.6,9.52,165.5,154,166.6,6495,108,0.08,-2,-2,10.26,-284.7,0.37,0.35,0.3,0.99,-0.075,-0.088
8/15/2022,9:29:30 AM,Tank 01,Strauss lab 1,,63.518,748.7,115,10.99,163.2,139.9,165.2,7150,106,0.08,-1.3,-1.3,11.06,-327.3,0.25,0.23,0.15,0.35,-0.074,-0.076
8/15/2022,9:29:33 AM,Tank 01,Strauss lab 1,,63.489,748.7,115.4,11.04,163.2,139.8,165.3,7152,106,0.08,-1.3,-1.2,11.05,-327,0.18,0.15,0.18,0.5,-0.073,-0.064
8/15/2022,9:29:36 AM,Tank 01,Strauss lab 1,,63.465,748.7,116,11.09,163.3,139.8,165.3,7153,106,0.08,-1.2,-1.2,11.05,-326.5,0.12,0.1,0.17,0.43,-0.076,-0.083
8/15/2022,9:29:39 AM,Tank 01,Strauss lab 1,,63.455,748.7,116.4,11.13,163.2,139.8,165.3,7154,106,0.08,-1.2,-1.2,11.04,-326.1,0.08,0.06,0.14,0.33,-0.075,-0.067
8/15/2022,9:29:42 AM,Tank 01,Strauss lab 1,,63.448,748.7,116.7,11.17,163.2,139.7,165.2,7157,106,0.08,-1.2,-1.2,11.03,-325.6,0.13,0.1,0.14,0.32,-0.075,-0.083
8/15/2022,9:29:45 AM,Tank 01,Strauss lab 1,,63.444,748.7,117.1,11.2,163.2,139.7,165.2,7159,106,0.08,-1.2,-1.2,11.02,-325.1,0.14,0.12,0.12,0.23,-0.073,-0.079
8/15/2022,9:29:48 AM,Tank 01,Strauss lab 1,,63.453,748.7,117.4,11.23,163.1,139.6,165.1,7162,106,0.08,-1.2,-1.2,11.01,-324.7,0.12,0.1,0.08,0.06,-0.073,-0.079
8/15/2022,9:32:15 AM,Tank 03,Strauss lab 1,,62.641,748.7,116.3,11.23,168.7,143,170.9,6993,110,0.08,-1.2,-1.2,10.8,-312.2,0.22,0.2,1.4,5.56,-0.072,-0.058
8/15/2022,9:32:18 AM,Tank 03,Strauss lab 1,,62.625,748.7,116.7,11.27,168.6,142.8,170.7,7001,110,0.08,-1.2,-1.2,10.79,-311.7,0.1,0.07,1.9,7.63,-0.075,-0.079
8/15/2022,9:32:21 AM,Tank 03,Strauss lab 1,,62.615,748.7,117.1,11.31,168.4,142.7,170.6,7007,109,0.08,-1.2,-1.2,10.78,-311.1,0.22,0.2,0.98,3.82,-0.074,-0.077
8/15/2022,9:32:24 AM,Tank 03,Strauss lab 1,,62.606,748.7,117.4,11.34,168.3,142.6,170.5,7011,109,0.08,-1.2,-1.2,10.77,-310.4,0.16,0.14,1.13,4.44,-0.073,-0.076
8/15/2022,9:32:27 AM,Tank 03,Strauss lab 1,,62.6,748.7,117.7,11.37,168.3,142.6,170.5,7014,109,0.08,-1.2,-1.2,10.76,-309.8,0.3,0.28,1.16,4.55,-0.075,-0.077
8/15/2022,9:32:30 AM,Tank 03,Strauss lab 1,,62.599,748.7,117.9,11.39,168.2,142.5,170.4,7016,109,0.08,-1.2,-1.2,10.75,-309.2,0.3,0.28,1.21,4.78,-0.075,-0.063
8/15/2022,9:32:33 AM,Tank 03,Strauss lab 1,,62.599,748.8,118.1,11.41,168.2,142.5,170.4,7019,109,0.08,-1.2,-1.2,10.73,-308.6,0.35,0.33,1.1,4.3,-0.074,-0.064
8/15/2022,9:32:36 AM,Tank 03,Strauss lab 1,,62.599,748.7,118.3,11.43,168.1,142.4,170.3,7021,109,0.08,-1.2,-1.2,10.72,-307.9,0.4,0.38,0.71,2.67,-0.073,-0.077
8/15/2022,9:34:45 AM,Tank 04,Strauss lab 1,,63.968,748.8,107.6,10.23,159.1,137.1,161,7296,103,0.07,-1.3,-1.3,10.35,-287.6,0.1,0.08,0.11,0.17,-0.075,-0.081
8/15/2022,9:34:48 AM,Tank 04,Strauss lab 1,,63.986,748.8,108.3,10.3,159.1,137.1,161,7291,103,0.08,-1.3,-1.3,10.35,-287.5,0.12,0.1,0.09,0.12,-0.073,-0.077
8/15/2022,9:34:51 AM,Tank 04,Strauss lab 1,,63.997,748.9,108.9,10.35,159.2,137.2,161.1,7288,103,0.08,-1.3,-1.3,10.35,-287.3,0.17,0.15,0.09,0.08,-0.074,-0.08
8/15/2022,9:34:54 AM,Tank 04,Strauss lab 1,,64.005,748.8,109.4,10.4,159.2,137.3,161.1,7285,103,0.08,-1.3,-1.3,10.34,-287,0.15,0.12,0.1,0.12,-0.072,-0.066
8/15/2022,9:34:57 AM,Tank 04,Strauss lab 1,,64.008,748.8,109.8,10.44,159.2,137.3,161.2,7284,104,0.08,-1.3,-1.3,10.34,-286.8,0.06,0.03,0.08,0.06,-0.073,-0.063
8/15/2022,9:35:00 AM,Tank 04,Strauss lab 1,,64.013,748.7,110.2,10.47,159.3,137.3,161.2,7283,104,0.08,-1.3,-1.3,10.33,-286.5,0.03,0.01,0.09,0.09,-0.075,-0.07
8/15/2022,9:35:03 AM,Tank 04,Strauss lab 1,,64.034,748.8,110.5,10.5,159.3,137.3,161.2,7281,104,0.08,-1.3,-1.3,10.33,-286,0.06,0.03,0.11,0.17,-0.075,-0.078
8/15/2022,9:35:06 AM,Tank 04,Strauss lab 1,,64.062,748.8,110.8,10.53,159.2,137.4,161.1,7280,103,0.08,-1.3,-1.3,10.32,-285.6,0.06,0.04,0.21,0.61,-0.074,-0.089
8/15/2022,9:37:00 AM,Tank 14,Strauss lab 1,,70.159,748.7,98.6,8.75,178.9,165.9,180.1,6027,116,0.08,-2,-2,9.47,-239,0.44,0.42,0.64,2.37,-0.072,-0.063
8/15/2022,9:37:03 AM,Tank 14,Strauss lab 1,,70.154,748.7,99.4,8.83,178.9,165.9,180.1,6028,116,0.08,-2,-2,9.47,-239.4,0.38,0.36,0.65,2.42,-0.074,-0.066
8/15/2022,9:37:06 AM,Tank 14,Strauss lab 1,,70.147,748.7,100.1,8.89,178.9,165.8,180.1,6030,116,0.08,-2,-2,9.48,-239.8,0.36,0.34,0.54,1.96,-0.074,-0.079
8/15/2022,9:37:09 AM,Tank 14,Strauss lab 1,,70.139,748.7,100.7,8.94,178.8,165.8,180.1,6030,116,0.08,-2,-2,9.49,-240.2,0.27,0.25,0.47,1.67,-0.073,-0.078
8/15/2022,9:37:12 AM,Tank 14,Strauss lab 1,,70.132,748.8,101.3,8.99,178.8,165.8,180.1,6031,116,0.08,-2,-2,9.49,-240.5,0.28,0.25,0.45,1.62,-0.075,-0.089
8/15/2022,9:37:15 AM,Tank 14,Strauss lab 1,,70.125,748.8,101.8,9.04,178.8,165.8,180.1,6032,116,0.08,-2,-2,9.5,-240.8,0.23,0.21,0.37,1.27,-0.074,-0.063
8/15/2022,9:37:18 AM,Tank 14,Strauss lab 1,,70.119,748.8,102.2,9.08,178.8,165.8,180.1,6032,116,0.08,-2,-2,9.5,-241.1,0.22,0.2,0.38,1.32,-0.076,-0.064
8/15/2022,9:37:21 AM,Tank 14,Strauss lab 1,,70.115,748.7,102.6,9.11,178.8,165.8,180.1,6033,116,0.08,-2,-2,9.51,-241.3,0.33,0.31,0.53,1.94,-0.078,-0.075
8/15/2022,9:39:34 AM,Tank 13,Strauss lab 1,,69.893,748.8,109.9,9.78,165.3,152.9,166.5,6542,107,0.08,-2,-2,9.71,-253,0.18,0.16,0.22,0.63,-0.078,-0.08
8/15/2022,9:39:37 AM,Tank 13,Strauss lab 1,,69.886,748.7,110.4,9.82,165.3,152.8,166.5,6543,107,0.08,-2,-2,9.71,-253.1,0.31,0.28,0.22,0.66,-0.078,-0.085
8/15/2022,9:39:40 AM,Tank 13,Strauss lab 1,,69.879,748.7,110.8,9.86,165.3,152.8,166.4,6546,107,0.08,-2,-2,9.72,-253.2,0.31,0.29,0.25,0.75,-0.078,-0.091
8/15/2022,9:39:43 AM,Tank 13,Strauss lab 1,,69.873,748.7,111.1,9.89,165.2,152.7,166.4,6548,107,0.08,-2,-2,9.72,-253.3,0.29,0.26,0.29,0.93,-0.074,-0.066
8/15/2022,9:39:46 AM,Tank 13,Strauss lab 1,,69.867,748.7,111.4,9.92,165.2,152.7,166.4,6549,107,0.08,-2,-2,9.72,-253.5,0.24,0.22,0.27,0.84,-0.076,-0.07
8/15/2022,9:39:49 AM,Tank 13,Strauss lab 1,,69.862,748.9,111.8,9.95,165.2,152.7,166.4,6551,107,0.08,-2,-2,9.72,-253.6,0.28,0.26,0.27,0.84,-0.076,-0.078
8/15/2022,9:39:52 AM,Tank 13,Strauss lab 1,,69.858,748.7,112.1,9.98,165.1,152.6,166.3,6552,107,0.08,-2,-2,9.72,-253.7,0.24,0.22,0.2,0.58,-0.075,-0.08
8/15/2022,9:42:09 AM,Tank 15,Strauss lab 1,,69.996,748.7,109.6,9.74,166.3,154,167.5,6495,108,0.08,-2,-2,9.7,-252.1,0.49,0.47,1.67,6.69,-0.075,-0.077
8/15/2022,9:42:12 AM,Tank 15,Strauss lab 1,,69.997,748.7,109.8,9.77,166.3,153.9,167.4,6497,108,0.08,-2,-2,9.7,-252.1,0.53,0.51,1.62,6.45,-0.074,-0.08
8/15/2022,9:42:15 AM,Tank 15,Strauss lab 1,,69.997,748.8,110.1,9.79,166.2,153.9,167.4,6498,108,0.08,-2,-2,9.7,-252.1,0.47,0.45,1.63,6.52,-0.074,-0.078
8/15/2022,9:42:18 AM,Tank 15,Strauss lab 1,,69.996,748.7,110.3,9.81,166.2,153.9,167.4,6499,108,0.08,-2,-2,9.7,-252.1,0.42,0.4,1.7,6.82,-0.076,-0.075
8/15/2022,9:42:21 AM,Tank 15,Strauss lab 1,,69.993,748.7,110.5,9.82,166.2,153.8,167.4,6500,108,0.08,-2,-2,9.7,-252.1,0.32,0.3,1.72,6.86,-0.078,-0.068
8/15/2022,9:42:24 AM,Tank 15,Strauss lab 1,,69.991,748.7,110.6,9.84,166.2,153.8,167.4,6501,108,0.08,-2,-2,9.7,-252.1,0.42,0.4,1.82,7.3,-0.078,-0.079
8/15/2022,9:42:27 AM,Tank 15,Strauss lab 1,,69.988,748.7,110.8,9.85,166.2,153.8,167.3,6502,108,0.08,-2,-2,9.7,-252,0.43,0.41,1.78,7.13,-0.074,-0.065
8/15/2022,9:44:22 AM,Tank 15,Strauss lab 1,,69.857,748.7,95,8.46,167.4,154.7,168.6,6463,109,0.08,-2,-2,9.76,-255.5,1.65,1.64,0.85,3.28,-0.078,-0.08
8/15/2022,9:44:25 AM,Tank 15,Strauss lab 1,,69.837,748.7,95.6,8.51,167.5,154.7,168.7,6462,109,0.08,-1.9,-1.9,9.76,-255.8,1.67,1.66,0.8,3.05,-0.076,-0.073
8/15/2022,9:44:28 AM,Tank 15,Strauss lab 1,,69.821,748.7,96,8.55,167.5,154.8,168.8,6461,109,0.08,-1.9,-1.9,9.76,-256,1.59,1.58,0.86,3.31,-0.076,-0.079
8/15/2022,9:44:31 AM,Tank 15,Strauss lab 1,,69.812,748.7,96.4,8.59,167.6,154.8,168.8,6460,109,0.08,-1.9,-1.9,9.77,-256.1,1.7,1.7,1.04,4.07,-0.076,-0.069
8/15/2022,9:44:34 AM,Tank 15,Strauss lab 1,,69.804,748.7,96.7,8.62,167.6,154.8,168.8,6460,109,0.08,-1.9,-1.9,9.77,-256.3,1.76,1.76,1.19,4.68,-0.076,-0.067
8/15/2022,9:44:37 AM,Tank 15,Strauss lab 1,,69.793,748.8,97,8.65,167.6,154.8,168.8,6460,109,0.08,-1.9,-1.9,9.77,-256.4,1.81,1.81,1.11,4.33,-0.077,-0.065
8/15/2022,9:44:40 AM,Tank 15,Strauss lab 1,,69.783,748.7,97.3,8.67,167.6,154.8,168.8,6460,109,0.08,-1.9,-1.9,9.77,-256.5,1.78,1.78,0.98,3.8,-0.077,-0.09
8/15/2022,9:44:43 AM,Tank 15,Strauss lab 1,,69.773,748.7,97.5,8.69,167.6,154.8,168.9,6460,109,0.08,-1.9,-1.9,9.77,-256.5,1.77,1.76,0.75,2.85,-0.076,-0.089
8/15/2022,9:46:54 AM,Tank 17,Strauss lab 1,,63.478,748.7,106.1,10.15,154.6,132.4,156.5,7551,100,0.07,-1.3,-1.3,10.65,-304.3,0.12,0.09,0.35,1.19,-0.074,-0.059
8/15/2022,9:46:57 AM,Tank 17,Strauss lab 1,,63.456,748.7,106.5,10.19,154.6,132.4,156.5,7553,101,0.07,-1.3,-1.2,10.65,-304.2,0.04,0.02,0.36,1.24,-0.074,-0.075
8/15/2022,9:47:00 AM,Tank 17,Strauss lab 1,,63.448,748.8,106.9,10.23,154.6,132.4,156.5,7554,101,0.07,-1.2,-1.2,10.65,-304.1,0.03,0.01,0.3,0.98,-0.075,-0.091
8/15/2022,9:47:03 AM,Tank 17,Strauss lab 1,,63.451,748.7,107.4,10.27,154.6,132.4,156.5,7555,100,0.07,-1.2,-1.2,10.65,-303.9,0.1,0.07,0.28,0.89,-0.072,-0.077
8/15/2022,9:47:06 AM,Tank 17,Strauss lab 1,,63.455,748.8,107.8,10.31,154.6,132.3,156.5,7556,100,0.07,-1.2,-1.2,10.64,-303.6,0.1,0.08,0.22,0.65,-0.072,-0.058
8/15/2022,9:47:09 AM,Tank 17,Strauss lab 1,,63.452,748.8,108.2,10.35,154.6,132.3,156.5,7556,100,0.07,-1.2,-1.2,10.64,-303.3,0.17,0.15,0.3,0.96,-0.076,-0.082
8/15/2022,9:47:12 AM,Tank 17,Strauss lab 1,,63.447,748.7,108.6,10.39,154.6,132.3,156.5,7557,100,0.07,-1.2,-1.2,10.63,-303.1,0.14,0.12,0.37,1.28,-0.076,-0.067
8/15/2022,9:47:15 AM,Tank 17,Strauss lab 1,,63.444,748.7,109,10.43,154.5,132.3,156.5,7558,100,0.07,-1.2,-1.2,10.63,-302.8,0.11,0.09,0.35,1.2,-0.075,-0.08
8/15/2022,9:49:38 AM,Tank 18,Strauss lab 1,,63.416,748.7,114.6,10.97,154,131.8,155.9,7587,100,0.07,-1.2,-1.2,10.59,-300.8,0.13,0.11,0.5,1.82,-0.074,-0.059
8/15/2022,9:49:41 AM,Tank 18,Strauss lab 1,,63.409,748.7,115.1,11.02,154,131.8,155.9,7589,100,0.07,-1.2,-1.2,10.59,-300.8,0.1,0.08,0.62,2.32,-0.074,-0.079
8/15/2022,9:49:44 AM,Tank 18,Strauss lab 1,,63.403,748.7,115.6,11.06,153.9,131.7,155.9,7591,100,0.07,-1.2,-1.2,10.59,-300.7,0.15,0.13,0.66,2.47,-0.073,-0.072
8/15/2022,9:49:47 AM,Tank 18,Strauss lab 1,,63.398,748.7,116.1,11.11,153.9,131.7,155.8,7594,100,0.07,-1.2,-1.2,10.59,-300.6,0.09,0.07,0.59,2.19,-0.073,-0.064
8/15/2022,9:49:50 AM,Tank 18,Strauss lab 1,,63.385,748.7,116.5,11.15,153.9,131.6,155.8,7597,100,0.07,-1.2,-1.2,10.59,-300.6,0.18,0.16,0.56,2.06,-0.075,-0.074
8/15/2022,9:49:53 AM,Tank 18,Strauss lab 1,,63.365,748.7,116.9,11.19,153.9,131.6,155.8,7599,100,0.07,-1.2,-1.2,10.59,-300.7,0.15,0.13,0.48,1.74,-0.076,-0.087
